#{"t_start": 1625826264.1128678, "env_id": "jtr-v0"}
r,l,t
125612.926862,82,90.536468
54472.681257,74,157.071017
75199.431444,104,254.163569
37862.371438,36,290.097667
34744.824864,37,323.486026
40463.003002,38,361.02056
30822.513261,35,392.571201
144092.618079,36,424.918344
35936.415348,40,464.38728
37391.987688,33,494.425188
25644.49758,33,527.711775
34459.833323,36,560.331746
43446.354777,39,595.398293
43054.681718,40,634.957942
25404.725469,32,663.77012
51328.780637,36,696.151043
34320.398966,37,733.165424
39288.402417,36,765.584616
49941.251519,38,803.36693
43719.540269,36,836.171878
29835.26263,38,870.472794
41443.373268,37,907.403973
44722.990347,37,940.639937
57824.820469,38,978.275723
29800.149321,36,1010.774479
34329.752116,36,1043.385419
46071.535284,37,1080.324849
50277.687442,49,1124.694114
64090.214089,41,1164.729343
29168.98491,37,1197.395447
71669.30805,43,1239.181241
27103.787817,35,1270.032781
33574.523606,38,1303.641937
37302.878217,37,1339.983398
30730.691364,35,1371.180662
51512.719933,39,1409.478193
66395.050578,52,1455.920481
44964.423871,40,1494.7567
31660.684058,37,1527.521648
39295.676347,38,1561.466043
55033.186093,40,1600.423181
33727.140372,38,1634.143742
41202.13437,37,1670.64694
35274.400841,35,1701.685048
30965.04954,37,1734.524416
30684.755123,35,1769.02718
40522.968732,40,1804.710536
36844.894153,38,1841.690214
29096.613901,35,1873.130653
36497.66219,34,2094.411364
25819.548419,36,2129.983718
41683.018316,40,2178.60467
64325.525661,42,2236.171783
53246.27472,41,2287.437535
32717.228269,34,2330.257174
50823.012503,37,2380.797659
44015.693808,37,2427.67432
42421.361499,34,2475.743572
47694.315482,38,2526.491291
37567.596014,38,2564.098544
40804.945201,38,2601.802536
35883.405132,35,2633.078694
31262.418176,35,2663.992564
32503.279948,39,2702.64556
26996.05527,35,2733.521262
37642.634935,37,2769.992713
24800.940366,33,2799.541959
38910.013505,37,2832.41975
31397.049601,36,2868.183076
39820.973785,38,2902.365883
29972.548713,34,2932.593308
27018.500175,35,2967.558235
38136.149383,39,3002.111162
76494.703746,49,3049.74337
38155.436631,39,3084.519517
50530.753922,47,3129.803999
29037.03223,35,3160.938364
33913.423051,41,3197.190776
30807.752752,36,3232.973968
48868.171425,39,3267.958546
33679.596296,36,3303.397193
30194.596271,36,3335.344769
50768.681472,36,3367.299229
37018.404523,39,3405.732874
64265.174355,42,3443.169722
73479.138363,41,3483.544589
32921.481085,35,3514.802857
36910.854047,36,3546.858866
46370.222469,40,3586.21216
42619.9239,36,3618.609672
29398.936193,34,3648.680445
37987.485728,39,3686.963216
24931.273278,33,3716.29022
30161.268375,37,3752.755853
45102.772815,27,3777.05147
35852.282713,37,3810.120005
29262.507777,35,3844.846781
30099.438331,35,3875.88978
26972.94605,33,3905.318627
39150.544874,42,3946.323199
30668.976535,37,3979.283607
28284.534029,36,4011.469601
44146.587202,38,4210.409584
34064.818573,36,4242.526169
38366.148832,39,4277.15266
41052.928753,40,4316.310361
42230.440938,37,4349.204027
54729.865622,43,4391.2628
40324.08142,40,4427.14751
32414.851648,35,4458.216477
46073.595977,38,4495.460404
53795.345746,38,4529.22871
38660.226347,35,4563.765319
34027.444703,37,4596.388489
37834.404807,36,4628.193693
39257.341529,38,4665.771187
39117.939427,38,4699.433696
31508.645492,37,4731.981045
33932.898102,37,4768.490782
31802.843808,35,4799.289834
57543.913797,47,4844.155817
63045.382425,39,4878.32827
34990.813519,37,4910.661082
30853.818331,37,4946.85932
35656.752271,39,4981.199431
36075.336677,36,5016.373005
54438.332101,38,5050.008967
46532.653275,47,5091.293447
35951.093479,32,5122.977242
64175.360774,38,5156.483081
43224.335673,45,5199.990074
77115.492429,61,5253.877349
55793.892808,65,5314.981085
50857.337903,63,5373.946115
77333.246,59,5425.737499
33001.257555,58,5480.322257
53173.91133,58,5531.310138
42496.60974,56,5584.433815
39008.497799,65,5645.024826
39098.481274,64,5701.157223
88906.191168,66,5772.623099
39793.814523,56,5847.271071
47773.765574,59,5921.153544
60948.765412,64,6003.445885
38869.250017,58,6075.007698
50137.811212,59,6149.758735
48796.798416,60,6465.172442
41205.476552,59,6516.483381
79152.693117,64,6576.088266
51686.646037,60,6631.494391
46028.52045,61,6684.87375
91333.564875,55,6736.086133
34522.064957,37,6768.804533
47730.729733,36,6803.416213
31328.216678,46,6853.893288
32653.610667,45,6894.051674
60249.862017,46,6937.833503
31917.00191,45,6977.163419
30701.77629,44,7018.839719
33823.313211,41,7054.481411
39729.924768,47,7099.261824
48777.991748,49,7142.022242
29312.762596,34,7175.030046
25829.73302,36,7206.380898
35347.748381,47,7246.970527
47390.421035,42,7287.12441
37324.570011,41,7323.518342
35122.954388,47,7368.015568
163054.13693,48,7410.082763
36900.506852,41,7449.323369
35736.208575,38,7482.394988
35325.458198,42,7522.450747
27682.692426,40,7557.229482
37485.667108,40,7591.863863
58679.512657,43,7633.532457
33018.277031,42,7670.120497
41651.749838,37,7705.608566
43165.127394,45,7744.92806
39281.706979,41,7783.789915
40466.824488,41,7819.972829
57677.617757,41,7855.684161
47637.189963,41,7894.797108
30021.211963,42,7931.556135
50845.482215,45,7974.063421
34305.848577,40,8009.176248
43139.895954,42,8049.399744
47028.074085,43,8087.100562
86811.050406,41,8122.853296
35883.19762,43,8163.815848
29008.034228,38,8196.937635
39339.720328,46,8240.470214
46249.004422,46,8467.4058
64787.479507,46,8510.900135
56568.486548,45,8550.313604
39805.941417,51,8598.29354
50882.848479,46,8638.080581
38800.091183,49,8684.364622
29685.633073,44,8722.614855
45453.608728,48,8767.984745
30012.696057,43,8805.342739
55917.982978,51,8853.059268
65481.998979,43,8890.563228
30561.540662,49,8936.607394
36618.34421,50,8980.410888
27133.97675,43,9021.141429
30262.478127,45,9060.190357
39567.464302,48,9105.842318
40482.286435,53,9152.280225
28445.745872,43,9193.188923
44289.881405,47,9234.155605
30168.657454,45,9273.742229
134484.185146,49,9320.189322
35002.448743,42,9363.895327
37094.855478,47,9427.377246
39054.356697,55,9495.465319
26818.761639,40,9549.893198
31543.131582,41,9601.555392
88926.639818,51,9668.187075
29729.777904,40,9719.887306
42411.059709,51,9774.031903
34214.658128,38,9807.393673
39171.195422,39,9844.831578
59891.28197,41,9880.557342
29753.880566,42,9917.219356
39668.164813,40,9955.7949
46491.681797,40,9990.641331
30968.198344,42,10030.827306
60527.701817,42,10067.633817
37808.154345,42,10107.823386
31845.986737,42,10144.887219
42020.906959,49,10187.485117
29553.492239,43,10228.547838
47285.257064,45,10267.827435
57140.24181,47,10312.443171
36412.114909,40,10347.554069
77798.087717,41,10572.5336
35764.814699,43,10610.007761
29370.131726,40,10648.249702
61869.974743,42,10685.317689
44553.844482,44,10727.146297
56451.398188,40,10762.559826
29756.688474,33,10791.769415
31584.706457,39,10829.485003
37787.322152,40,10864.264917
29423.303581,39,10901.795483
36317.084548,43,10939.452088
58781.221122,47,10980.577596
44223.716286,46,11024.430517
37605.645012,37,11056.648916
29689.592863,36,11091.591559
78310.14289,46,11131.805008
39610.955826,42,11171.685828
28776.869838,35,11202.376223
48572.404039,44,11240.633371
27645.00451,35,11274.774112
43563.93792,46,11314.996675
172774.961366,59,11370.065643
39443.886853,37,11402.335985
43786.096578,37,11438.170984
52710.340368,46,11478.376394
43657.733314,42,11518.219202
27396.940292,34,11548.360056
73182.128726,48,11590.322007
41651.285028,38,11627.598457
49647.231007,40,11662.65783
42598.205724,49,11708.741413
48790.499385,40,11743.78377
62899.334528,76,11813.410905
44417.146229,35,11844.30081
29437.577806,34,11877.508243
23976.58929,31,11904.71301
50657.02214,51,11948.98945
38026.575487,39,11986.548431
62255.046488,65,12046.334712
49833.160156,39,12080.589617
33569.722446,37,12112.764682
42944.878386,44,12154.687294
49033.164824,49,12197.632311
36822.949402,40,12236.015836
28330.910061,38,12269.298531
29263.421868,36,12300.670058
39865.227288,47,12345.215882
74382.164954,87,12618.683891
68932.671726,77,12689.506152
46574.928574,61,12742.987147
29874.35535,37,12779.246037
38474.400998,41,12815.075011
58470.103599,94,12900.68586
37863.795668,58,12962.074424
78368.076847,57,13033.359939
44787.13893,73,13128.775991
33266.086223,49,13193.287608
32091.491452,40,13243.07013
76381.676487,66,13330.562022
29686.303457,39,13367.974197
84409.361504,99,13458.028863
80844.053771,82,13533.159989
34297.108249,62,13590.657227
113097.023252,104,13685.331379
121001.850297,82,13760.655734
49198.513984,66,13818.520888
104591.979783,95,13905.222526
64739.112642,90,13987.988394
58533.951022,71,14053.895748
44149.527567,70,14118.536626
50383.384684,76,14185.108037
91170.709542,96,14272.534166
69818.477224,90,14354.641706
35209.778689,64,14414.410913
61233.386387,78,14486.275739
76224.484231,83,14892.005322
64595.309148,77,14964.027953
32342.055474,42,15004.361859
32241.946311,68,15063.942654
53964.169672,86,15143.190998
146219.176144,110,15243.502563
79986.870942,81,15318.202258
163509.095311,107,15416.378425
121745.073784,91,15499.881687
61100.541437,89,15581.19785
66910.262731,92,15665.1117
116975.220508,91,15748.516965
61175.522359,72,15815.247583
33541.146805,66,15876.641763
44010.20099,78,15944.959809
38299.853881,69,16008.797578
70652.958302,64,16068.532864
36445.968094,64,16124.415558
102218.573764,87,16204.254358
54030.386524,64,16263.849981
96088.556263,91,16346.7758
223097.540683,78,16419.215764
46891.579041,69,16479.812707
30857.658643,55,16531.786955
37929.714534,76,16627.995961
91191.283081,79,16731.858198
35558.545235,69,17142.969471
68191.195454,69,17206.701065
76573.575894,68,17266.340682
49866.588656,73,17334.244098
45649.702704,71,17400.106095
44878.727646,67,17463.669354
109167.175703,76,17530.278014
49679.643607,82,17605.907876
48694.779171,73,17674.70227
60187.866594,87,17755.271099
154577.831139,77,17826.34063
79690.091129,84,17903.743299
164330.014475,96,17991.420815
45926.768865,80,18061.69071
39796.480113,70,18126.735801
40637.528266,72,18193.516772
57266.585139,93,18278.686499
47305.405805,74,18346.795096
86763.505912,103,18440.651873
32784.565671,62,18495.035256
45526.159047,74,18563.44468
53388.572934,80,18637.019024
55991.109452,85,18714.641233
41641.439786,78,18786.352688
34081.788935,60,18839.448238
35722.118379,54,18890.456264
64343.361946,89,19259.75706
80622.109142,116,19364.849016
63839.233594,108,19463.293504
37505.810639,71,19529.168154
39005.522186,43,19567.09662
40439.642352,66,19628.587099
30217.905898,55,19680.493092
68035.372651,89,19762.320106
43308.498778,78,19831.123799
52901.08611,60,19887.39028
81791.657322,82,19962.761421
50806.957642,91,20046.172534
62672.574849,71,20112.029392
39234.635377,75,20196.80962
48601.452312,81,20304.810993
54365.331129,77,20406.362028
34715.123199,54,20474.006651
40177.462182,64,20555.078114
67464.533616,72,20621.817532
37987.222538,50,20665.720382
64844.806938,85,20743.798481
37845.260686,58,20798.189562
102594.55876,86,20877.595391
29585.797064,36,20909.878134
49903.077182,70,20974.956281
35621.826788,60,21027.402264
51379.89289,90,21109.889694
35577.387957,44,21151.997327
57564.9839,98,21537.584883
43589.218047,68,21600.946097
34739.535229,41,21636.716595
54174.622064,75,21706.464736
55368.413715,89,21788.63269
38312.902088,49,21835.019742
31627.718997,36,21866.807727
42543.246597,81,21941.415576
55106.417491,75,22010.591543
31611.946487,34,22040.607955
30250.191523,37,22072.934465
43026.863361,54,22124.535265
47065.805339,46,22164.64168
40596.155028,72,22231.479841
36257.44151,36,22262.810653
36538.207064,54,22313.875263
30542.834164,38,22347.125202
31020.090882,38,22384.046482
43782.477611,53,22430.799103
45103.545813,42,22471.311814
70533.010682,74,22536.006351
76600.031421,43,22577.196836
43564.614496,46,22617.277349
30402.940227,46,22661.733312
40922.979767,45,22700.907552
29952.970095,38,22738.1341
35589.918124,38,22771.443291
28042.834986,36,22802.887008
37789.931357,43,22844.543264
56578.143077,47,22885.381435
26354.527411,38,22922.126017
35492.935265,40,22957.250852
32845.333483,39,22994.866869
50644.954379,43,23032.775562
59482.232631,66,23093.991077
33729.780736,36,23125.349459
57824.215072,67,23187.779085
50724.647791,65,23244.818235
28918.805822,36,23280.364344
31005.045838,33,23498.735473
31004.912688,47,23543.537223
27860.251277,33,23572.860584
50657.65624,56,23625.81431
36373.605064,36,23657.433821
48921.047885,61,23714.394536
30792.824889,36,23750.091813
99238.315766,42,23806.887468
46402.475223,56,23878.797992
49822.825258,47,23940.771666
37531.873512,38,23989.275122
30614.612763,36,24034.755371
42303.845474,43,24093.322707
35500.158838,37,24141.740148
42577.215776,37,24177.738275
44489.00053,60,24230.830254
30610.061736,33,24263.141925
32525.517279,36,24294.975828
57547.652408,50,24338.657673
29378.791101,34,24372.144425
42733.213745,43,24409.764366
30504.548789,41,24449.519139
119968.84951,80,24519.846207
56660.880683,34,24553.523401
36427.62235,36,24584.873523
53038.607166,34,24617.942808
33355.398889,36,24649.83757
35987.9696,40,24684.749626
25935.97258,33,24717.212849
41890.617283,47,24758.933693
33917.447067,36,24793.901433
57531.693196,57,24844.36725
38345.72872,40,24882.81516
29410.195189,37,24915.424572
28555.727813,32,24943.466295
50101.762556,47,24988.564454
28277.405767,34,25018.375389
42660.420709,58,25072.874568
32428.104815,41,25108.895141
34551.379698,39,25146.27501
52044.639959,56,25195.610025
42364.263278,36,25227.120162
33357.385151,36,25262.679536
30291.766994,35,25293.353317
35968.667341,39,25330.832069
29914.558463,34,25360.980053
38230.016742,53,25407.967166
39357.692295,39,25642.914336
29464.24833,33,25671.752829
34029.745444,37,25708.145175
33940.451922,34,25737.949679
34262.13358,39,25775.767239
58855.524482,62,25830.132983
44301.647627,37,25866.039846
108474.826579,51,25910.810913
54406.736151,36,25945.99205
41953.886474,44,25984.849899
35512.226049,40,26019.804927
33427.460476,39,26057.615554
40889.827278,39,26091.907267
43288.480879,43,26133.337377
39616.752911,37,26165.762629
28662.058205,38,26198.808485
28508.70069,37,26234.972627
51526.169534,44,26273.435009
55225.108481,62,26331.621435
53189.419307,64,26391.189616
32061.202479,38,26424.565444
27831.433992,36,26456.011105
46520.525959,31,26486.753698
94098.224551,56,26536.084938
36386.876599,40,26574.793761
29717.152981,34,26604.777785
39276.828227,39,26638.933187
32147.30014,38,26676.047975
36273.933289,37,26708.416667
61474.98205,41,26747.660936
22251.050054,31,26775.024022
39452.906125,38,26808.344157
37198.564837,38,26845.13492
51669.468534,44,26884.419533
36477.480262,38,26920.990147
128009.070745,49,26964.343783
29929.35134,34,26994.21742
35438.63927,38,27031.083945
33708.705806,36,27062.733774
45599.819012,51,27110.912043
47510.510367,42,27147.815589
61170.970571,46,27191.741046
54404.811211,41,27228.310486
50092.525274,46,27268.685958
48886.666015,44,27311.387517
30779.287558,36,27345.220501
30066.83355,36,27393.073032
44922.542739,38,27442.380069
32577.719282,36,27488.116531
29485.345438,35,27717.6324
47160.29701,38,27759.379002
29877.032851,36,27794.390241
28077.368503,32,27822.693209
56988.486302,46,27863.309365
68740.018997,53,27913.543155
30363.955391,34,27943.568611
34359.209062,38,27980.634979
33803.841402,33,28009.690738
62253.455915,51,28054.534994
29781.751696,35,28089.050866
44730.681555,41,28124.99106
58932.931764,43,28166.474263
27627.225435,34,28196.668285
29429.856946,37,28228.945843
40893.267291,39,28266.976048
36617.15568,42,28303.737895
26938.617222,34,28337.153335
51476.856919,40,28372.673704
34058.126045,34,28402.574763
39423.127849,34,28436.10049
47225.20633,40,28471.442087
41977.465216,37,28507.478455
37583.733543,36,28539.209476
37275.803819,38,28572.675332
43212.973272,43,28614.432495
30938.209648,36,28646.157759
30195.258007,38,28683.303336
34169.285187,35,28714.516043
51388.431215,43,28752.329007
45464.725196,46,28796.439347
39008.147935,38,28829.650573
33545.22857,40,28868.429829
29579.665278,33,28897.746503
40981.059181,42,28934.553987
80574.431281,52,28983.926906
97346.810359,56,29033.077706
36288.335541,40,29071.903891
24193.641754,34,29101.920149
24386.013847,34,29135.254916
59228.544936,43,29173.029841
26256.277953,34,29202.919405
33949.985635,36,29238.176433
41508.924346,36,29269.855636
61511.16242,40,29308.332815
41144.157732,41,29344.641983
50131.78573,36,29376.150426
29591.298971,41,29415.895481
32912.345305,34,29445.822019
52919.060494,43,29487.098822
31161.062229,33,29516.440347
29181.137595,32,29721.092071
59087.853532,42,29761.442334
43353.829598,41,29797.734406
36935.817194,37,29830.152675
32408.462914,37,29866.313017
74504.768115,34,29895.988326
43524.484163,44,29938.390637
74172.167415,50,29982.544425
37200.447977,44,30024.75792
35135.772517,38,30058.52445
45760.326176,34,30088.286763
48425.512928,44,30130.520662
87718.584144,46,30171.251206
31666.720274,37,30207.270839
34997.364332,36,30239.243973
39263.155612,46,30283.055204
50450.563714,46,30323.651004
44532.679261,39,30357.93195
35473.868865,42,30398.46554
66688.28216,50,30442.262041
32495.304647,37,30478.486948
49810.205384,46,30519.092661
47080.318292,46,30563.193843
31904.980497,36,30594.909496
28527.365958,34,30624.590511
43954.944076,43,30666.149818
44769.329303,41,30702.234193
45776.972295,38,30739.006204
38555.93354,41,30775.185924
36445.278215,39,30809.363229
48443.320797,43,30850.928064
37101.576296,39,30885.64286
28726.107112,38,30922.66801
45911.185114,45,30972.318274
27847.463641,33,31018.207706
55851.541388,41,31070.649996
75686.328705,50,31133.734203
49020.423647,41,31190.55908
176639.533236,56,31263.014248
39754.259326,41,31317.196889
56943.735333,40,31360.87314
39375.700134,43,31402.474303
49020.809496,40,31437.92246
38768.890683,36,31472.888081
50016.922954,42,31510.040707
56329.044859,44,31548.450964
44652.923214,39,31586.395875
33048.104229,35,31617.151431
38749.436392,36,31652.198133
33372.167922,36,31852.001186
29117.748761,32,31880.195026
74223.035726,54,31931.62389
46416.850167,39,31966.107051
38375.585578,38,31999.605628
47646.481215,41,32039.573593
31063.885151,34,32069.4292
30809.233784,40,32108.309439
72779.74222,40,32143.598748
27901.411758,38,32176.86968
32969.535669,36,32212.530422
49023.582834,41,32248.576647
45279.649567,43,32290.111675
71942.245707,48,32332.615607
56165.743463,43,32374.152521
29639.564281,36,32405.955048
36086.448734,33,32434.954938
38296.772057,40,32473.875607
50884.229721,41,32509.876329
41101.588759,37,32545.990023
39308.381401,39,32580.552912
37844.190394,37,32613.214114
42560.215289,43,32654.915071
39980.660856,38,32688.22499
55494.511532,36,32723.671203
39884.079235,40,32758.954632
32504.083358,36,32790.591389
28088.987732,35,32825.023419
36360.244117,42,32862.429101
32925.078476,38,32899.259499
44476.733933,42,32936.568537
38688.631262,38,32969.995329
43422.325166,41,33009.657311
48256.855453,42,33046.705642
31573.660414,40,33085.566568
49964.233333,45,33125.158411
36938.313066,36,33157.048662
46676.869332,42,33197.803539
27227.629614,36,33229.514235
28371.656299,35,33264.277093
76315.89966,53,33310.933799
43430.409978,40,33349.612773
30437.228546,33,33379.041412
39113.636954,42,33415.734318
27321.700923,32,33447.694272
31792.860571,35,33478.831273
27954.709073,36,33510.434329
32454.789335,36,33545.772143
45057.887516,40,33581.086613
73891.335812,42,33621.529939
64709.256062,44,33660.352758
47490.641438,42,33875.805289
32541.020268,38,33909.679167
53071.217037,43,33947.368497
62377.292863,52,33997.127001
37219.637669,36,34028.979031
50696.130889,43,34070.461518
108670.512091,45,34110.286728
232232.094514,43,34151.678801
34477.319149,38,34185.324075
39734.05555,41,34221.242132
50092.307701,41,34261.106627
33853.416144,35,34291.838691
32614.914043,36,34327.071958
39361.104208,42,34364.419034
46152.341806,42,34401.324426
53150.810516,42,34442.18559
29115.88106,33,34471.047575
31676.738494,35,34505.392072
58691.578411,45,34547.811583
35576.613462,38,34595.836041
35951.468935,36,34644.852359
45720.377836,41,34697.021802
56051.689068,42,34753.665675
42564.559554,41,34804.041163
34480.577902,38,34851.483299
29273.472355,38,34904.079904
46811.469994,49,34959.818781
41183.202279,40,34998.805066
30062.171297,38,35032.323125
42825.607883,42,35072.850285
28342.837067,39,35107.555928
48449.296666,46,35147.814829
40758.118236,41,35187.795021
33151.829694,39,35221.929471
25871.237674,36,35257.307427
37982.894052,41,35293.801618
47605.691697,41,35333.228391
32714.249048,38,35366.877969
28396.039103,37,35399.442258
45754.194497,41,35439.159872
57290.616695,78,35511.401032
26394.232361,36,35543.327671
33151.783693,37,35575.854097
62139.892922,41,35615.861642
62103.534559,43,35653.947093
34241.577075,40,35692.597681
30247.726421,39,35727.254703
31889.291297,43,35765.172689
30901.641876,39,35803.390131
34929.688729,39,36026.580096
44930.376278,45,36070.025911
26848.305512,40,36105.184743
151670.957117,51,36153.790811
35278.007743,37,36186.402166
44350.42221,43,36227.903626
35807.040066,41,36264.759706
30676.300267,40,36299.991522
29085.771692,39,36337.984549
42295.601992,45,36377.608966
40524.639573,41,36417.04054
47100.539089,40,36452.457426
54022.935672,41,36492.040594
54630.059355,43,36530.176602
50682.533832,42,36567.17792
53703.641376,48,36613.569534
28398.880113,37,36646.095442
53659.89538,42,36686.846625
73533.67786,46,36727.466447
46708.316087,46,36771.756655
30034.929992,44,36810.795279
53745.864689,47,36855.846774
40373.915625,40,36891.185746
32230.082799,41,36927.386026
45791.388471,38,36964.598246
38987.538347,40,36999.837125
38322.2939,44,37042.336309
38395.223692,41,37078.551983
49022.321075,47,37123.80186
40906.539574,41,37160.096683
29716.057644,39,37194.16122
74221.240981,43,37236.021273
33674.451194,40,37271.321024
62600.05206,45,37314.663138
37772.301279,42,37352.049646
33527.30577,39,37389.759105
34440.080531,40,37425.294647
35398.050833,43,37463.193423
59114.431296,47,37508.309406
28824.627256,38,37541.684635
31878.676409,46,37585.925157
35470.297104,43,37623.77912
30420.946545,40,37662.957654
32849.084612,39,37697.517811
34451.651843,42,37734.297598
38160.582425,38,37771.837194
33581.204237,40,37806.881639
30325.464629,39,37844.850765
49475.655499,46,38067.874427
33603.559759,42,38108.768164
65696.366399,53,38162.383034
71539.385041,47,38226.869113
40563.562837,45,38283.640035
37768.003002,41,38337.936849
44759.349959,43,38392.610837
33224.428821,42,38445.392493
43716.771645,49,38511.094104
35469.479454,39,38556.645819
27657.549797,41,38596.762248
30447.855007,46,38637.168665
29218.390894,36,38672.782177
46769.870543,43,38711.30794
44747.443203,40,38746.61627
26654.16357,40,38785.753366
32698.332466,41,38821.811618
40846.123405,43,38863.730936
42130.818545,41,38900.097388
29436.73127,39,38937.824747
35391.843507,38,38971.744205
30042.659431,46,39012.467662
77137.712056,52,39062.241176
58358.117481,47,39103.558573
37121.651708,45,39147.169758
33868.824183,40,39182.587444
56885.474248,50,39230.502145
32860.837136,41,39266.509015
68718.775107,43,39308.204101
58202.741408,43,39346.21688
30772.279609,41,39385.915688
40510.005714,40,39421.86541
100912.811463,42,39458.737406
54089.624085,49,39506.431309
31348.522041,39,39541.403064
43973.206133,44,39583.883359
59510.301612,45,39623.789127
37922.648716,41,39663.650018
31826.444705,41,39700.089671
133112.208503,54,39751.380249
34672.117143,43,39789.577389
48347.498169,47,39834.598111
36378.779787,43,39872.8191
33558.149428,41,39908.613217
88225.468947,52,39958.577655
45152.053657,44,40206.986055
48436.142055,47,40248.596074
25949.871798,39,40286.659995
51354.929132,46,40327.428416
71144.01907,54,40379.27907
75921.294099,54,40427.18945
33557.745262,39,40465.414384
35069.441159,44,40504.619762
50904.853295,52,40554.001356
26928.393395,40,40589.99987
55842.139713,47,40635.090278
44746.11955,44,40674.165258
34321.683902,40,40709.381615
58287.311001,45,40753.025256
53720.785673,46,40793.818002
30128.97222,41,40833.844256
34437.980906,51,40878.711113
98237.49822,59,40934.699292
49336.254262,50,40978.793851
33122.729823,44,41021.735374
40023.874789,41,41057.822223
42826.136756,44,41100.493153
39691.458955,45,41140.481068
65973.745963,48,41186.3546
28612.99842,45,41226.291098
75559.669656,43,41267.881009
28171.342976,40,41303.47427
31294.111917,41,41339.665516
34519.257111,40,41378.844349
33583.634355,43,41416.787578
48332.098858,44,41459.342626
32643.63019,39,41493.754529
27809.596348,37,41530.011097
63800.166033,45,41570.105172
51153.247503,45,41609.605725
44188.058014,43,41651.710654
50390.290118,47,41693.120534
43809.494079,47,41738.513153
29102.910807,41,41790.124337
33645.500446,39,41844.103737
28359.100075,39,41893.471787
38188.792572,42,41951.103848
49501.659798,39,41999.648299
29579.814064,41,42052.844459
30873.345321,42,42110.622622
28973.305136,41,42157.26901
